order_id,actual_delivery,cost,expected_delivery,material,order_time,quantity,status,supplier
PO-1-Steel_Sheet,86.62139431548593,759.0,,Steel_Sheet,62,126.5,delivered,Supplier_NA_Reliable
PO_1,164.14190568764207,300.0,164.14190568764207,Paint,96,100.0,delivered,Supplier_EU_Standard
