sim_time,co2_kg,hours,km,kwh,mode
9.883675917920096,0.02144,0.1,0.1,0.0776,forklift
9.902381333162953,0.02144,0.1,0.1,0.0776,forklift
9.911169890937414,0.02144,0.1,0.1,0.0776,forklift
9.985570479476372,0.02144,0.1,0.1,0.0776,forklift
10.619923631786616,0.02144,0.1,0.1,0.0776,forklift
10.643302270018305,0.02144,0.1,0.1,0.0776,forklift
10.904893734838513,0.02144,0.1,0.1,0.0776,forklift
10.908511634223927,0.02144,0.1,0.1,0.0776,forklift
10.92465977391699,0.02144,0.1,0.1,0.0776,forklift
11.016216059385208,0.02144,0.1,0.1,0.0776,forklift
11.02856841210996,0.02144,0.1,0.1,0.0776,forklift
11.043955343359329,0.02144,0.1,0.1,0.0776,forklift
11.050404207726594,0.02144,0.1,0.1,0.0776,forklift
11.054357724858681,0.02144,0.1,0.1,0.0776,forklift
11.09047025079333,0.02144,0.1,0.1,0.0776,forklift
11.155257982687322,0.02144,0.1,0.1,0.0776,forklift
11.281185445350713,0.02144,0.1,0.1,0.0776,forklift
11.288502671678733,0.02144,0.1,0.1,0.0776,forklift
11.319661311556375,0.02144,0.1,0.1,0.0776,forklift
12.275484335618744,0.02144,0.1,0.1,0.0776,forklift
15.378001833441509,0.02144,0.1,0.1,0.0776,forklift
15.48769259530752,0.02144,0.1,0.1,0.0776,forklift
15.851275472059994,0.02144,0.1,0.1,0.0776,forklift
15.939479158084767,0.02144,0.1,0.1,0.0776,forklift
16.42124787925818,0.02144,0.1,0.1,0.0776,forklift
17.166624422832722,0.02144,0.1,0.1,0.0776,forklift
17.61479834078024,0.02144,0.1,0.1,0.0776,forklift
17.8068189813579,0.02144,0.1,0.1,0.0776,forklift
18.627994848677652,0.02144,0.1,0.1,0.0776,forklift
18.815307162222513,0.02144,0.1,0.1,0.0776,forklift
18.991799544628183,0.02144,0.1,0.1,0.0776,forklift
19.094592603736707,0.02144,0.1,0.1,0.0776,forklift
19.12041870273697,0.02144,0.1,0.1,0.0776,forklift
19.360188920223383,0.02144,0.1,0.1,0.0776,forklift
19.42382986028526,0.02144,0.1,0.1,0.0776,forklift
19.439140986487395,0.02144,0.1,0.1,0.0776,forklift
19.539714169645805,0.02144,0.1,0.1,0.0776,forklift
19.79008670042575,0.02144,0.1,0.1,0.0776,forklift
19.901638494762913,0.02144,0.1,0.1,0.0776,forklift
20.07695386772195,0.02144,0.1,0.1,0.0776,forklift
21.62660765727204,0.02144,0.1,0.1,0.0776,forklift
30.05076361654577,0.02144,0.1,0.1,0.0776,forklift
32.89742487021766,0.02144,0.1,0.1,0.0776,forklift
33.325323490542644,0.02144,0.1,0.1,0.0776,forklift
33.34589049519506,0.02144,0.1,0.1,0.0776,forklift
34.52247648142665,0.02144,0.1,0.1,0.0776,forklift
34.5970156678397,0.02144,0.1,0.1,0.0776,forklift
34.78682630598406,0.02144,0.1,0.1,0.0776,forklift
34.91585667868208,0.02144,0.1,0.1,0.0776,forklift
35.569033257902845,0.02144,0.1,0.1,0.0776,forklift
35.63575271251104,0.02144,0.1,0.1,0.0776,forklift
36.28646660924644,0.02144,0.1,0.1,0.0776,forklift
36.87727522340316,0.02144,0.1,0.1,0.0776,forklift
36.979769295431296,0.02144,0.1,0.1,0.0776,forklift
36.9852434030075,0.02144,0.1,0.1,0.0776,forklift
37.01430777488217,0.02144,0.1,0.1,0.0776,forklift
37.29165011463558,0.02144,0.1,0.1,0.0776,forklift
37.296320867412334,0.02144,0.1,0.1,0.0776,forklift
37.324700589245566,0.02144,0.1,0.1,0.0776,forklift
37.651095269985376,0.02144,0.1,0.1,0.0776,forklift
38.20213107850703,0.02144,0.1,0.1,0.0776,forklift
38.343093768042124,0.02144,0.1,0.1,0.0776,forklift
38.936962876360745,0.02144,0.1,0.1,0.0776,forklift
39.214471157880794,0.02144,0.1,0.1,0.0776,forklift
40.058582678516274,0.02144,0.1,0.1,0.0776,forklift
40.867740734780995,0.02144,0.1,0.1,0.0776,forklift
41.31330186563091,0.02144,0.1,0.1,0.0776,forklift
41.51434964363408,0.02144,0.1,0.1,0.0776,forklift
41.66386846778911,0.02144,0.1,0.1,0.0776,forklift
41.7769809137912,0.02144,0.1,0.1,0.0776,forklift
43.23251927914548,0.02144,0.1,0.1,0.0776,forklift
43.44363854477508,0.02144,0.1,0.1,0.0776,forklift
44.033463534418026,0.02144,0.1,0.1,0.0776,forklift
44.76142588806741,0.02144,0.1,0.1,0.0776,forklift
44.79963029607774,0.02144,0.1,0.1,0.0776,forklift
45.1282942999969,0.02144,0.1,0.1,0.0776,forklift
45.148370662060735,0.02144,0.1,0.1,0.0776,forklift
45.2510931270782,0.02144,0.1,0.1,0.0776,forklift
45.55472814485514,0.02144,0.1,0.1,0.0776,forklift
45.79675226998246,0.02144,0.1,0.1,0.0776,forklift
54.207431403601774,0.02144,0.1,0.1,0.0776,forklift
55.12994922015255,0.02144,0.1,0.1,0.0776,forklift
55.199822249284324,0.02144,0.1,0.1,0.0776,forklift
