stage,machine,end,label,start
Assembling,Assembling_Machine1,113.25985810986009,breakdown,105.25985810986009
Assembling,Assembling_Machine1,141.07475279955187,idle,113.25985810986009
Assembling,Assembling_Machine1,149.07475279955187,breakdown,141.07475279955187
Assembling,Assembling_Machine1,200,idle,149.07475279955187
Cutting,Cutting_Machine1,6.099999999999994,waiting_worker,6.0499999999999865
Cutting,Cutting_Machine1,6.7993006993006935,setup,6.099999999999994
Cutting,Cutting_Machine1,8.929247820738219,running,6.7993006993006935
Cutting,Cutting_Machine1,9.883675917920096,setup,8.929247820738219
Cutting,Cutting_Machine1,10.619923631786616,idle,9.883675917920096
Cutting,Cutting_Machine1,10.500770252304243,calendar_off,10.000770252304235
Cutting,Cutting_Machine1,10.500903975584846,calendar_off,10.000903975584839
Cutting,Cutting_Machine1,10.500951079795605,calendar_off,10.000951079795598
Cutting,Cutting_Machine1,10.5015151626064,calendar_off,10.001515162606394
Cutting,Cutting_Machine1,10.50201631856062,calendar_off,10.002016318560614
Cutting,Cutting_Machine1,10.502255613361232,calendar_off,10.002255613361225
Cutting,Cutting_Machine1,10.502916643208415,calendar_off,10.002916643208408
Cutting,Cutting_Machine1,10.503096425820303,calendar_off,10.003096425820296
Cutting,Cutting_Machine1,10.503242999790368,calendar_off,10.003242999790361
Cutting,Cutting_Machine1,10.503452041642138,calendar_off,10.00345204164213
Cutting,Cutting_Machine1,10.503744998120773,calendar_off,10.003744998120766
Cutting,Cutting_Machine1,10.503961701849029,calendar_off,10.003961701849022
Cutting,Cutting_Machine1,10.904893734838513,idle,10.619923631786616
Cutting,Cutting_Machine1,10.908511634223927,waiting_worker,10.904893734838513
Cutting,Cutting_Machine1,10.999999999999977,idle,10.908511634223927
Cutting,Cutting_Machine1,11.016216059385208,setup,10.999999999999977
Cutting,Cutting_Machine1,11.043955343359329,idle,11.016216059385208
Cutting,Cutting_Machine1,11.050404207726594,waiting_worker,11.043955343359329
Cutting,Cutting_Machine1,11.09047025079333,idle,11.050404207726594
Cutting,Cutting_Machine1,11.099999999999977,waiting_worker,11.09047025079333
Cutting,Cutting_Machine1,11.155257982687322,setup,11.099999999999977
Cutting,Cutting_Machine1,12.256228801138958,idle,11.155257982687322
Cutting,Cutting_Machine1,12.275484335618744,running,12.256228801138958
Cutting,Cutting_Machine1,12.299999999999972,waiting_worker,12.275484335618744
Cutting,Cutting_Machine1,13.91231996417699,running,12.299999999999972
Cutting,Cutting_Machine1,15.378001833441509,setup,13.91231996417699
Cutting,Cutting_Machine1,30.05076361654577,idle,15.378001833441509
Cutting,Cutting_Machine1,30.100000000000158,waiting_worker,30.05076361654577
Cutting,Cutting_Machine1,31.90000000000016,setup,30.100000000000158
Cutting,Cutting_Machine1,32.89742487021766,running,31.90000000000016
Cutting,Cutting_Machine1,32.9000000000002,waiting_worker,32.89742487021766
Cutting,Cutting_Machine1,34.5970156678397,running,32.9000000000002
Cutting,Cutting_Machine1,34.501822916666804,calendar_off,34.00182291666683
Cutting,Cutting_Machine1,34.50182291666684,calendar_off,34.00182291666687
Cutting,Cutting_Machine1,34.60000000000022,waiting_worker,34.5970156678397
Cutting,Cutting_Machine1,34.78682630598406,running,34.60000000000022
Cutting,Cutting_Machine1,34.800000000000225,waiting_worker,34.78682630598406
Cutting,Cutting_Machine1,35.569033257902845,running,34.800000000000225
Cutting,Cutting_Machine1,35.600000000000236,waiting_worker,35.569033257902845
Cutting,Cutting_Machine1,35.63575271251104,running,35.600000000000236
Cutting,Cutting_Machine1,35.70000000000024,waiting_worker,35.63575271251104
Cutting,Cutting_Machine1,35.867024668036805,running,35.70000000000024
Cutting,Cutting_Machine1,36.28646660924644,setup,35.867024668036805
Cutting,Cutting_Machine1,36.300000000000246,waiting_worker,36.28646660924644
Cutting,Cutting_Machine1,36.87727522340316,running,36.300000000000246
Cutting,Cutting_Machine1,36.900000000000254,waiting_worker,36.87727522340316
Cutting,Cutting_Machine1,36.9852434030075,running,36.900000000000254
Cutting,Cutting_Machine1,37.000000000000256,waiting_worker,36.9852434030075
Cutting,Cutting_Machine1,37.01430777488217,running,37.000000000000256
Cutting,Cutting_Machine1,37.296320867412334,idle,37.01430777488217
Cutting,Cutting_Machine1,37.30000000000026,waiting_worker,37.296320867412334
Cutting,Cutting_Machine1,37.324700589245566,running,37.30000000000026
Cutting,Cutting_Machine1,37.50000000000026,waiting_worker,37.324700589245566
Cutting,Cutting_Machine1,37.651095269985376,setup,37.50000000000026
Cutting,Cutting_Machine1,38.20213107850703,idle,37.651095269985376
Cutting,Cutting_Machine1,38.300000000000274,waiting_worker,38.20213107850703
Cutting,Cutting_Machine1,38.343093768042124,running,38.300000000000274
Cutting,Cutting_Machine1,38.400000000000276,waiting_worker,38.343093768042124
Cutting,Cutting_Machine1,38.76786332750477,running,38.400000000000276
Cutting,Cutting_Machine1,38.936962876360745,setup,38.76786332750477
Cutting,Cutting_Machine1,39.000000000000284,waiting_worker,38.936962876360745
Cutting,Cutting_Machine1,39.214471157880794,running,39.000000000000284
Cutting,Cutting_Machine1,39.24246526636158,waiting_worker,39.214471157880794
Cutting,Cutting_Machine1,39.55676676264938,setup,39.24246526636158
Cutting,Cutting_Machine1,40.058582678516274,running,39.55676676264938
Cutting,Cutting_Machine1,40.12704957497555,idle,40.058582678516274
Cutting,Cutting_Machine1,40.867740734780995,setup,40.12704957497555
Cutting,Cutting_Machine1,40.90000000000031,waiting_worker,40.867740734780995
Cutting,Cutting_Machine1,41.003138847345184,running,40.90000000000031
Cutting,Cutting_Machine1,41.31330186563091,setup,41.003138847345184
Cutting,Cutting_Machine1,41.39790209790239,idle,41.31330186563091
Cutting,Cutting_Machine1,41.51434964363408,running,41.39790209790239
Cutting,Cutting_Machine1,41.99230843873361,idle,41.51434964363408
Cutting,Cutting_Machine1,43.08776726704337,setup,41.99230843873361
Cutting,Cutting_Machine1,42.500260416666926,calendar_off,42.000260416666954
Cutting,Cutting_Machine1,42.50038135540025,calendar_off,42.00038135540028
Cutting,Cutting_Machine1,42.50182291666692,calendar_off,42.001822916666946
Cutting,Cutting_Machine1,42.50182291666695,calendar_off,42.00182291666698
Cutting,Cutting_Machine1,42.50233967931602,calendar_off,42.00233967931605
Cutting,Cutting_Machine1,42.502835646303055,calendar_off,42.00283564630308
Cutting,Cutting_Machine1,42.503385416666916,calendar_off,42.003385416666944
Cutting,Cutting_Machine1,42.503399264011826,calendar_off,42.003399264011854
Cutting,Cutting_Machine1,42.50363126456903,calendar_off,42.00363126456906
Cutting,Cutting_Machine1,43.23251927914548,setup,43.08776726704337
Cutting,Cutting_Machine1,43.300000000000345,waiting_worker,43.23251927914548
Cutting,Cutting_Machine1,43.44363854477508,running,43.300000000000345
Cutting,Cutting_Machine1,43.51595052177723,idle,43.44363854477508
Cutting,Cutting_Machine1,44.033463534418026,setup,43.51595052177723
Cutting,Cutting_Machine1,44.462815727865475,idle,44.033463534418026
Cutting,Cutting_Machine1,44.76142588806741,setup,44.462815727865475
Cutting,Cutting_Machine1,44.79756744209765,idle,44.76142588806741
Cutting,Cutting_Machine1,44.79963029607774,setup,44.79756744209765
Cutting,Cutting_Machine1,44.80000000000037,waiting_worker,44.79963029607774
Cutting,Cutting_Machine1,45.1282942999969,running,44.80000000000037
Cutting,Cutting_Machine1,45.148370662060735,idle,45.1282942999969
Cutting,Cutting_Machine1,45.20000000000037,waiting_worker,45.148370662060735
Cutting,Cutting_Machine1,45.2510931270782,running,45.20000000000037
Cutting,Cutting_Machine1,45.895702790073926,idle,45.2510931270782
Cutting,Cutting_Machine1,54.207431403601774,setup,45.895702790073926
Cutting,Cutting_Machine1,54.0009037089405,calendar_off,46.00090370894095
Cutting,Cutting_Machine1,54.00095285876387,calendar_off,46.00095285876432
Cutting,Cutting_Machine1,54.00104166666659,calendar_off,46.00104166666704
Cutting,Cutting_Machine1,54.00143195674014,calendar_off,46.001431956740596
Cutting,Cutting_Machine1,54.00338541666658,calendar_off,46.00338541666704
Cutting,Cutting_Machine1,54.6821361246594,idle,54.207431403601774
Cutting,Cutting_Machine1,55.12994922015255,setup,54.6821361246594
Cutting,Cutting_Machine1,55.87283912584654,idle,55.12994922015255
Cutting,Cutting_Machine1,58.73111605319888,setup,55.87283912584654
Cutting,Cutting_Machine1,58.50200579251318,calendar_off,58.00200579251321
Cutting,Cutting_Machine1,58.798649852119475,waiting_worker,58.73111605319888
Cutting,Cutting_Machine1,58.800000000000566,idle,58.798649852119475
Cutting,Cutting_Machine1,61.577476703599665,running,58.800000000000566
Cutting,Cutting_Machine1,62.99808058310484,setup,61.577476703599665
Cutting,Cutting_Machine1,63.788742012641336,idle,62.99808058310484
Cutting,Cutting_Machine1,63.80000000000064,waiting_worker,63.788742012641336
Cutting,Cutting_Machine1,65.38549030674541,setup,63.80000000000064
Cutting,Cutting_Machine1,65.40000000000056,waiting_worker,65.38549030674541
Cutting,Cutting_Machine1,65.51873806431963,setup,65.40000000000056
Cutting,Cutting_Machine1,65.83197594980737,running,65.51873806431963
Cutting,Cutting_Machine1,65.90000000000053,waiting_worker,65.83197594980737
Cutting,Cutting_Machine1,66.71203357176877,running,65.90000000000053
Cutting,Cutting_Machine1,66.50182291666717,calendar_off,66.0018229166672
Cutting,Cutting_Machine1,66.5018229166672,calendar_off,66.00182291666722
Cutting,Cutting_Machine1,66.50337348098627,calendar_off,66.0033734809863
Cutting,Cutting_Machine1,66.80000000000048,waiting_worker,66.71203357176877
Cutting,Cutting_Machine1,67.32830171328703,running,66.80000000000048
Cutting,Cutting_Machine1,67.40000000000045,waiting_worker,67.32830171328703
Cutting,Cutting_Machine1,68.01494994036157,running,67.40000000000045
Cutting,Cutting_Machine1,68.09512195122005,waiting_worker,68.01494994036157
Cutting,Cutting_Machine1,68.63001567343377,running,68.09512195122005
Cutting,Cutting_Machine1,68.70000000000037,waiting_worker,68.63001567343377
Cutting,Cutting_Machine1,68.86188341468079,setup,68.70000000000037
Cutting,Cutting_Machine1,68.90000000000036,waiting_worker,68.86188341468079
Cutting,Cutting_Machine1,68.93758859987737,running,68.90000000000036
Cutting,Cutting_Machine1,69.00000000000036,waiting_worker,68.93758859987737
Cutting,Cutting_Machine1,69.25139628920417,running,69.00000000000036
Cutting,Cutting_Machine1,69.30000000000034,waiting_worker,69.25139628920417
Cutting,Cutting_Machine1,69.68468900291636,running,69.30000000000034
Cutting,Cutting_Machine1,69.69303269374663,waiting_worker,69.68468900291636
Cutting,Cutting_Machine1,69.70000000000032,setup,69.69303269374663
Cutting,Cutting_Machine1,69.85862174097475,running,69.70000000000032
Cutting,Cutting_Machine1,78.14534337500409,setup,69.85862174097475
Cutting,Cutting_Machine1,78.00026041666656,calendar_off,70.00026041666702
Cutting,Cutting_Machine1,78.00104166666652,calendar_off,70.00104166666698
Cutting,Cutting_Machine1,78.00104166666658,calendar_off,70.00104166666704
Cutting,Cutting_Machine1,78.00163236788626,calendar_off,70.00163236788671
Cutting,Cutting_Machine1,78.00182291666657,calendar_off,70.00182291666702
Cutting,Cutting_Machine1,78.00182291666665,calendar_off,70.00182291666711
Cutting,Cutting_Machine1,78.00188686041284,calendar_off,70.0018868604133
Cutting,Cutting_Machine1,78.00260416666661,calendar_off,70.00260416666707
Cutting,Cutting_Machine1,78.00338541666655,calendar_off,70.003385416667
Cutting,Cutting_Machine1,78.00341340764096,calendar_off,70.00341340764142
Cutting,Cutting_Machine1,78.00370124482404,calendar_off,70.0037012448245
Cutting,Cutting_Machine1,78.00411286680426,calendar_off,70.00411286680472
Cutting,Cutting_Machine1,78.26445556946175,setup,78.14534337500409
Cutting,Cutting_Machine1,78.27002765697603,running,78.26445556946175
Cutting,Cutting_Machine1,78.29999999999983,waiting_worker,78.27002765697603
Cutting,Cutting_Machine1,78.54707493570925,setup,78.29999999999983
Cutting,Cutting_Machine1,78.59999999999981,waiting_worker,78.54707493570925
Cutting,Cutting_Machine1,78.86055375498655,running,78.59999999999981
Cutting,Cutting_Machine1,79.12733496489832,idle,78.86055375498655
Cutting,Cutting_Machine1,79.19461544619053,setup,79.12733496489832
Cutting,Cutting_Machine1,79.90950761499934,idle,79.19461544619053
Cutting,Cutting_Machine1,80.01428571428553,setup,79.90950761499934
Cutting,Cutting_Machine1,80.15727512496437,running,80.01428571428553
Cutting,Cutting_Machine1,80.19999999999972,waiting_worker,80.15727512496437
Cutting,Cutting_Machine1,80.26814661084012,setup,80.19999999999972
Cutting,Cutting_Machine1,80.27791237803646,idle,80.26814661084012
Cutting,Cutting_Machine1,80.45524042190402,setup,80.27791237803646
Cutting,Cutting_Machine1,80.4999999999997,waiting_worker,80.45524042190402
Cutting,Cutting_Machine1,80.63321963921558,setup,80.4999999999997
Cutting,Cutting_Machine1,80.69999999999969,waiting_worker,80.63321963921558
Cutting,Cutting_Machine1,81.02705843717614,setup,80.69999999999969
Cutting,Cutting_Machine1,81.42790828438979,idle,81.02705843717614
Cutting,Cutting_Machine1,81.66111960725077,setup,81.42790828438979
Cutting,Cutting_Machine1,81.8959314190753,running,81.66111960725077
Cutting,Cutting_Machine1,82.5413839322361,idle,81.8959314190753
Cutting,Cutting_Machine1,82.5008290447031,calendar_off,82.00082904470312
Cutting,Cutting_Machine1,82.50104166666632,calendar_off,82.00104166666635
Cutting,Cutting_Machine1,82.5012237739174,calendar_off,82.00122377391743
Cutting,Cutting_Machine1,82.50154233616007,calendar_off,82.0015423361601
Cutting,Cutting_Machine1,82.5016850456692,calendar_off,82.00168504566923
Cutting,Cutting_Machine1,82.50238745105642,calendar_off,82.00238745105645
Cutting,Cutting_Machine1,82.50282738095217,calendar_off,82.0028273809522
Cutting,Cutting_Machine1,82.50357713364373,calendar_off,82.00357713364376
Cutting,Cutting_Machine1,82.50410154777393,calendar_off,82.00410154777396
Cutting,Cutting_Machine1,82.50416666666634,calendar_off,82.00416666666636
Cutting,Cutting_Machine1,82.59999999999958,waiting_worker,82.5413839322361
Cutting,Cutting_Machine1,82.69460412740818,running,82.59999999999958
Cutting,Cutting_Machine1,82.85489849955836,idle,82.69460412740818
Cutting,Cutting_Machine1,82.94782369014969,running,82.85489849955836
Cutting,Cutting_Machine1,83.01450443190943,idle,82.94782369014969
Cutting,Cutting_Machine1,83.15672339178649,running,83.01450443190943
Cutting,Cutting_Machine1,83.60876026634263,idle,83.15672339178649
Cutting,Cutting_Machine1,84.07216660666907,setup,83.60876026634263
Cutting,Cutting_Machine1,84.0999999999995,waiting_worker,84.07216660666907
Cutting,Cutting_Machine1,84.35011030236345,running,84.0999999999995
Cutting,Cutting_Machine1,84.90821427672924,setup,84.35011030236345
Cutting,Cutting_Machine1,84.99999999999945,waiting_worker,84.90821427672924
Cutting,Cutting_Machine1,85.22354406300735,running,84.99999999999945
Cutting,Cutting_Machine1,85.65736123402267,idle,85.22354406300735
Cutting,Cutting_Machine1,85.69471149359255,setup,85.65736123402267
Cutting,Cutting_Machine1,85.95793983634574,idle,85.69471149359255
Cutting,Cutting_Machine1,87.22291869499998,setup,85.95793983634574
Cutting,Cutting_Machine1,87.73941910266836,idle,87.22291869499998
Cutting,Cutting_Machine1,88.57756529376974,setup,87.73941910266836
Cutting,Cutting_Machine1,90.90185836778696,idle,88.57756529376974
Cutting,Cutting_Machine1,90.9999999999991,waiting_worker,90.90185836778696
Cutting,Cutting_Machine1,91.94591206287535,setup,90.9999999999991
Cutting,Cutting_Machine1,91.99999999999905,waiting_worker,91.94591206287535
Cutting,Cutting_Machine1,92.97802197802108,setup,91.99999999999905
Cutting,Cutting_Machine1,102.39760239760099,running,92.97802197802108
Cutting,Cutting_Machine1,102.00171989468728,calendar_off,94.00171989468774
Cutting,Cutting_Machine1,102.00416666666526,calendar_off,94.00416666666571
Cutting,Cutting_Machine1,104.86481304844615,running,102.39760239760099
Cutting,Cutting_Machine1,104.89999999999831,waiting_worker,104.86481304844615
Cutting,Cutting_Machine1,105.0190629525815,running,104.89999999999831
Cutting,Cutting_Machine1,105.73140355017324,setup,105.0190629525815
Cutting,Cutting_Machine1,105.79999999999826,waiting_worker,105.73140355017324
Cutting,Cutting_Machine1,105.96918863089482,setup,105.79999999999826
Cutting,Cutting_Machine1,105.99999999999825,waiting_worker,105.96918863089482
Cutting,Cutting_Machine1,106.67493049284396,running,105.99999999999825
Cutting,Cutting_Machine1,106.50182291666495,calendar_off,106.00182291666498
Cutting,Cutting_Machine1,106.50333156426763,calendar_off,106.00333156426765
Cutting,Cutting_Machine1,106.5033854166649,calendar_off,106.00338541666493
Cutting,Cutting_Machine1,106.50369836924814,calendar_off,106.00369836924817
Cutting,Cutting_Machine1,106.50416666666489,calendar_off,106.00416666666491
Cutting,Cutting_Machine1,106.69999999999821,waiting_worker,106.67493049284396
Cutting,Cutting_Machine1,107.33445566099736,running,106.69999999999821
Cutting,Cutting_Machine1,107.39999999999817,waiting_worker,107.33445566099736
Cutting,Cutting_Machine1,107.43677113248071,running,107.39999999999817
Cutting,Cutting_Machine1,107.49999999999817,waiting_worker,107.43677113248071
Cutting,Cutting_Machine1,107.50609506116034,running,107.49999999999817
Cutting,Cutting_Machine1,107.66258779141525,idle,107.50609506116034
Cutting,Cutting_Machine1,107.69999999999816,waiting_worker,107.66258779141525
Cutting,Cutting_Machine1,108.16699613007256,running,107.69999999999816
Cutting,Cutting_Machine1,108.19999999999813,waiting_worker,108.16699613007256
Cutting,Cutting_Machine1,109.11330668189423,setup,108.19999999999813
Cutting,Cutting_Machine1,109.7330785020655,running,109.11330668189423
Cutting,Cutting_Machine1,109.87195209172717,setup,109.7330785020655
Cutting,Cutting_Machine1,109.88212669902468,idle,109.87195209172717
Cutting,Cutting_Machine1,110.15519319300104,setup,109.88212669902468
Cutting,Cutting_Machine1,110.19999999999801,waiting_worker,110.15519319300104
Cutting,Cutting_Machine1,110.33825824902533,running,110.19999999999801
Cutting,Cutting_Machine1,110.399999999998,waiting_worker,110.33825824902533
Cutting,Cutting_Machine1,110.49523012403301,running,110.399999999998
Cutting,Cutting_Machine1,110.4985570169819,idle,110.49523012403301
Cutting,Cutting_Machine1,110.66852073594988,running,110.4985570169819
Cutting,Cutting_Machine1,111.27990777032542,setup,110.66852073594988
Cutting,Cutting_Machine1,111.65082398683144,idle,111.27990777032542
Cutting,Cutting_Machine1,112.2281175902971,setup,111.65082398683144
Cutting,Cutting_Machine1,112.50486711964663,idle,112.2281175902971
Cutting,Cutting_Machine1,112.57565234794566,setup,112.50486711964663
Cutting,Cutting_Machine1,112.85162530028968,idle,112.57565234794566
Cutting,Cutting_Machine1,112.88303602842512,setup,112.85162530028968
Cutting,Cutting_Machine1,112.89999999999786,waiting_worker,112.88303602842512
Cutting,Cutting_Machine1,113.0147504038401,setup,112.89999999999786
Cutting,Cutting_Machine1,113.46978539104063,idle,113.0147504038401
Cutting,Cutting_Machine1,113.49999999999783,waiting_worker,113.46978539104063
Cutting,Cutting_Machine1,114.53306744017188,running,113.49999999999783
Cutting,Cutting_Machine1,114.50032321695632,calendar_off,114.00032321695635
Cutting,Cutting_Machine1,114.5021173759228,calendar_off,114.00211737592282
Cutting,Cutting_Machine1,114.50272368364854,calendar_off,114.00272368364857
Cutting,Cutting_Machine1,114.50293568089462,calendar_off,114.00293568089465
Cutting,Cutting_Machine1,114.50396724679503,calendar_off,114.00396724679506
Cutting,Cutting_Machine1,114.50416666666446,calendar_off,114.00416666666449
Cutting,Cutting_Machine1,114.58144913959912,running,114.53306744017188
Cutting,Cutting_Machine1,114.69271800459657,idle,114.58144913959912
