sim_time,co2_kg,hours,km,kwh,mode
9.883675917920096,0.02144,0.1,0.1,0.0776,forklift
10.617996588969362,0.02144,0.1,0.1,0.0776,forklift
10.620080660367298,0.02144,0.1,0.1,0.0776,forklift
10.648712168225416,0.02144,0.1,0.1,0.0776,forklift
10.669243673651987,0.02144,0.1,0.1,0.0776,forklift
10.703478552431365,0.02144,0.1,0.1,0.0776,forklift
10.872158901015013,0.02144,0.1,0.1,0.0776,forklift
10.944655270653064,0.02144,0.1,0.1,0.0776,forklift
11.06016008789203,0.02144,0.1,0.1,0.0776,forklift
11.069897071750272,0.02144,0.1,0.1,0.0776,forklift
11.088571079780017,0.02144,0.1,0.1,0.0776,forklift
11.124059037837126,0.02144,0.1,0.1,0.0776,forklift
11.155249463614865,0.02144,0.1,0.1,0.0776,forklift
11.169796277408741,0.02144,0.1,0.1,0.0776,forklift
11.193158243404834,0.02144,0.1,0.1,0.0776,forklift
11.25575525522325,0.02144,0.1,0.1,0.0776,forklift
11.35290323350418,0.02144,0.1,0.1,0.0776,forklift
11.504827705022226,0.02144,0.1,0.1,0.0776,forklift
11.544353596321555,0.02144,0.1,0.1,0.0776,forklift
12.033282954008525,0.02144,0.1,0.1,0.0776,forklift
15.535076176432868,0.02144,0.1,0.1,0.0776,forklift
15.612959334207178,0.02144,0.1,0.1,0.0776,forklift
15.668677145604807,0.02144,0.1,0.1,0.0776,forklift
15.749321643890912,0.02144,0.1,0.1,0.0776,forklift
16.075036273162,0.02144,0.1,0.1,0.0776,forklift
16.388756158958753,0.02144,0.1,0.1,0.0776,forklift
16.472520953998263,0.02144,0.1,0.1,0.0776,forklift
17.211031006004326,0.02144,0.1,0.1,0.0776,forklift
17.237237716457024,0.02144,0.1,0.1,0.0776,forklift
17.643524682832414,0.02144,0.1,0.1,0.0776,forklift
17.985718600816313,0.02144,0.1,0.1,0.0776,forklift
18.642267820346895,0.02144,0.1,0.1,0.0776,forklift
18.915125566307477,0.02144,0.1,0.1,0.0776,forklift
18.924493240734417,0.02144,0.1,0.1,0.0776,forklift
18.96230210362548,0.02144,0.1,0.1,0.0776,forklift
18.980424117442027,0.02144,0.1,0.1,0.0776,forklift
19.3392198014303,0.02144,0.1,0.1,0.0776,forklift
19.45951695926193,0.02144,0.1,0.1,0.0776,forklift
19.61418692945916,0.02144,0.1,0.1,0.0776,forklift
20.026156747414447,0.02144,0.1,0.1,0.0776,forklift
22.145739185322885,0.02144,0.1,0.1,0.0776,forklift
