sim_time,product,stage,defect_detected,duration_h,escaped,qc_present,reworked,scrap
9.883675917920096,ProductA,Cutting,0,3.7836759179201014,0,True,0,0
10.617996588969362,ProductA,Cutting,0,4.517996588969368,0,True,0,0
10.620080660367298,ProductA,Cutting,0,4.520080660367304,0,True,0,0
10.648712168225416,ProductA,Cutting,0,4.548712168225421,0,True,0,0
10.669243673651987,ProductA,Cutting,0,4.569243673651993,0,True,0,0
10.703478552431365,ProductA,Cutting,0,4.603478552431371,0,True,0,0
10.872158901015013,ProductA,Cutting,0,4.772158901015018,0,True,0,0
10.944655270653064,ProductA,Cutting,0,4.844655270653069,0,True,0,0
11.06016008789203,ProductB,Routing,0,4.960160087892035,0,True,0,0
11.069897071750272,ProductB,Routing,0,4.969897071750278,0,True,0,0
11.088571079780017,ProductA,Cutting,0,4.988571079780023,0,True,0,0
11.124059037837126,ProductA,Cutting,0,5.024059037837132,0,True,0,0
11.155249463614865,ProductA,Cutting,0,5.055249463614871,0,True,0,0
11.169796277408741,ProductB,Routing,0,5.069796277408747,0,True,0,0
11.193158243404834,ProductB,Routing,0,5.09315824340484,0,True,0,0
11.25575525522325,ProductA,Cutting,0,5.155755255223255,0,True,0,0
11.35290323350418,ProductA,Cutting,0,5.2529032335041865,0,True,0,0
11.504827705022226,ProductB,Routing,0,5.404827705022232,0,True,0,0
11.544353596321555,ProductB,Routing,0,5.444353596321561,0,True,0,0
12.033282954008525,ProductB,Routing,0,5.933282954008531,0,True,0,0
15.535076176432868,ProductB,Cutting,0,4.435076176432892,0,True,0,0
15.612959334207178,ProductB,Cutting,0,4.512959334207201,0,True,0,0
15.668677145604807,ProductB,Cutting,0,4.068677145604832,0,True,0,0
15.749321643890912,ProductB,Cutting,0,4.549321643890936,0,True,0,0
16.075036273162,ProductB,Cutting,0,4.475036273162024,0,True,0,0
16.388756158958753,ProductA,Routing,0,6.488756158958772,0,True,0,0
16.472520953998263,ProductB,Cutting,0,5.272520953998287,0,True,0,0
17.211031006004326,ProductB,Cutting,0,5.111031006004353,0,True,0,0
17.237237716457024,ProductA,Routing,0,6.537237716457046,0,True,0,0
17.643524682832414,ProductA,Routing,0,6.543524682832437,0,True,0,0
17.985718600816313,ProductA,Routing,0,7.285718600816335,0,True,0,0
18.642267820346895,ProductA,Routing,0,7.442267820346919,0,True,0,0
18.915125566307477,ProductA,Routing,0,8.2151255663075,0,True,0,0
18.924493240734417,ProductA,Routing,0,8.22449324073444,0,True,0,0
18.96230210362548,ProductA,Routing,0,8.062302103625502,0,True,0,0
18.980424117442027,ProductA,Routing,0,7.780424117442051,0,True,0,0
19.3392198014303,ProductA,Routing,0,8.339219801430323,0,True,0,0
19.45951695926193,ProductA,Routing,0,8.659516959261952,0,True,0,0
19.61418692945916,ProductA,Routing,0,8.314186929459183,0,True,0,0
20.026156747414447,ProductA,Routing,0,8.626156747414472,0,True,0,0
22.145739185322885,ProductB,Painting,0,6.445739185322925,0,True,0,0
22.19464184963328,ProductB,Painting,0,6.594641849633318,0,True,0,0
22.537792067428,ProductB,Painting,0,6.83779206742804,0,True,0,0
31.047368890880733,ProductB,Painting,0,13.747368890880757,0,True,0,0
31.33714836275735,ProductA,Painting,0,13.637148362757369,0,True,0,0
31.681973380841523,ProductB,Painting,0,15.881973380841563,0,True,0,0
32.60317240664077,ProductB,Painting,0,16.503172406640815,0,True,0,0
32.92054550605475,ProductB,Painting,0,16.420545506054786,0,True,0,0
33.38218756095664,ProductA,Painting,0,16.982187560956675,0,True,0,0
33.67130852977474,ProductA,Painting,0,14.271308529774736,0,True,0,0
33.80645634091887,ProductA,Painting,0,16.506456340918895,0,True,0,0
34.6011908514297,ProductA,Painting,0,15.601190851429699,0,True,0,0
35.33123184547167,ProductA,Painting,0,16.33123184547167,0,True,0,0
35.627351571416774,ProductA,Painting,0,16.627351571416774,0,True,0,0
35.66636200287048,ProductA,Painting,0,15.566362002870463,0,True,0,0
35.74235178296635,ProductA,Painting,0,16.742351782966352,0,True,0,0
35.77025504294257,ProductA,Cutting,0,5.670255042942415,0,True,0,0
35.81339644825047,ProductA,Painting,0,17.113396448250477,0,True,0,0
35.83762036266951,ProductA,Cutting,0,5.737620362669354,0,True,0,0
35.917625972189015,ProductA,Painting,0,17.91762597218903,0,True,0,0
35.99488621815348,ProductA,Painting,0,16.294886218153472,0,True,0,0
36.06567121892438,ProductA,Painting,0,16.565671218924372,0,True,0,0
36.772336629486375,ProductB,Routing,0,6.672336629486217,0,True,0,0
37.498374407357275,ProductA,Cutting,0,5.798374407357095,0,True,0,0
38.15708892922086,ProductA,Cutting,0,4.25708892922065,0,True,0,0
39.02931695417763,ProductA,Cutting,0,7.929316954177459,0,True,0,0
39.11969987437132,ProductA,Cutting,0,7.719699874371145,0,True,0,0
