order_id,actual_delivery,cost,expected_delivery,material,order_time,quantity,status,supplier
PO-1-Steel_Sheet,84.9942394718395,771.0,,Steel_Sheet,63,128.5,delivered,Supplier_NA_Reliable
PO_1,165.9276745659303,300.0,165.9276745659303,Paint,96,100.0,delivered,Supplier_EU_Standard
