sim_time,co2_kg,hours,km,kwh,mode
9.692311121948403,0.02144,0.1,0.1,0.0776,forklift
9.999631794090478,0.02144,0.1,0.1,0.0776,forklift
10.779488436033194,0.02144,0.1,0.1,0.0776,forklift
10.808021165754678,0.02144,0.1,0.1,0.0776,forklift
10.827927865199127,0.02144,0.1,0.1,0.0776,forklift
10.883773277374743,0.02144,0.1,0.1,0.0776,forklift
10.966618701227368,0.02144,0.1,0.1,0.0776,forklift
11.030348843884646,0.02144,0.1,0.1,0.0776,forklift
11.037650130587348,0.02144,0.1,0.1,0.0776,forklift
11.050768959576319,0.02144,0.1,0.1,0.0776,forklift
11.059706682287224,0.02144,0.1,0.1,0.0776,forklift
11.082466504883676,0.02144,0.1,0.1,0.0776,forklift
11.200216041422024,0.02144,0.1,0.1,0.0776,forklift
11.228650425706904,0.02144,0.1,0.1,0.0776,forklift
11.271347133236784,0.02144,0.1,0.1,0.0776,forklift
11.347370066246256,0.02144,0.1,0.1,0.0776,forklift
11.568739758462392,0.02144,0.1,0.1,0.0776,forklift
11.576927935659437,0.02144,0.1,0.1,0.0776,forklift
11.870250608210009,0.02144,0.1,0.1,0.0776,forklift
12.347357361139924,0.02144,0.1,0.1,0.0776,forklift
16.250338439191715,0.02144,0.1,0.1,0.0776,forklift
16.325870745623888,0.02144,0.1,0.1,0.0776,forklift
16.52469542141125,0.02144,0.1,0.1,0.0776,forklift
16.810193400529975,0.02144,0.1,0.1,0.0776,forklift
17.39665191871948,0.02144,0.1,0.1,0.0776,forklift
17.533607207488743,0.02144,0.1,0.1,0.0776,forklift
17.640219611051755,0.02144,0.1,0.1,0.0776,forklift
17.720520625198862,0.02144,0.1,0.1,0.0776,forklift
17.727958862262327,0.02144,0.1,0.1,0.0776,forklift
17.929933206868565,0.02144,0.1,0.1,0.0776,forklift
18.82569312410103,0.02144,0.1,0.1,0.0776,forklift
18.83314334716158,0.02144,0.1,0.1,0.0776,forklift
18.911579647749527,0.02144,0.1,0.1,0.0776,forklift
18.970947162953948,0.02144,0.1,0.1,0.0776,forklift
19.0713944684064,0.02144,0.1,0.1,0.0776,forklift
19.12435943718304,0.02144,0.1,0.1,0.0776,forklift
19.220783835177734,0.02144,0.1,0.1,0.0776,forklift
19.521403656933224,0.02144,0.1,0.1,0.0776,forklift
19.63573533901545,0.02144,0.1,0.1,0.0776,forklift
19.836018370764304,0.02144,0.1,0.1,0.0776,forklift
31.576849267772218,0.02144,0.1,0.1,0.0776,forklift
31.684355767962977,0.02144,0.1,0.1,0.0776,forklift
31.957988208049123,0.02144,0.1,0.1,0.0776,forklift
32.59723701549433,0.02144,0.1,0.1,0.0776,forklift
33.013559988135995,0.02144,0.1,0.1,0.0776,forklift
33.544110627910776,0.02144,0.1,0.1,0.0776,forklift
33.681367935361244,0.02144,0.1,0.1,0.0776,forklift
34.79501186120388,0.02144,0.1,0.1,0.0776,forklift
35.665738802763336,0.02144,0.1,0.1,0.0776,forklift
35.685073369125284,0.02144,0.1,0.1,0.0776,forklift
35.90501550509927,0.02144,0.1,0.1,0.0776,forklift
36.00699970917411,0.02144,0.1,0.1,0.0776,forklift
36.02856126789282,0.02144,0.1,0.1,0.0776,forklift
36.472403818961695,0.02144,0.1,0.1,0.0776,forklift
36.645319361675384,0.02144,0.1,0.1,0.0776,forklift
37.093672674280384,0.02144,0.1,0.1,0.0776,forklift
37.19470845845794,0.02144,0.1,0.1,0.0776,forklift
37.367451411733896,0.02144,0.1,0.1,0.0776,forklift
37.389287339608934,0.02144,0.1,0.1,0.0776,forklift
37.43183420501663,0.02144,0.1,0.1,0.0776,forklift
37.505345434647744,0.02144,0.1,0.1,0.0776,forklift
38.55774069996879,0.02144,0.1,0.1,0.0776,forklift
39.245344954158625,0.02144,0.1,0.1,0.0776,forklift
39.49845436106532,0.02144,0.1,0.1,0.0776,forklift
39.796407012359694,0.02144,0.1,0.1,0.0776,forklift
40.403027441809904,0.02144,0.1,0.1,0.0776,forklift
40.65142407281166,0.02144,0.1,0.1,0.0776,forklift
40.75331930455004,0.02144,0.1,0.1,0.0776,forklift
41.435620010988444,0.02144,0.1,0.1,0.0776,forklift
41.44419944899476,0.02144,0.1,0.1,0.0776,forklift
41.76804551534694,0.02144,0.1,0.1,0.0776,forklift
41.88500519905933,0.02144,0.1,0.1,0.0776,forklift
42.926749422800675,0.02144,0.1,0.1,0.0776,forklift
42.98833858504649,0.02144,0.1,0.1,0.0776,forklift
42.99252618841727,0.02144,0.1,0.1,0.0776,forklift
43.077300313968436,0.02144,0.1,0.1,0.0776,forklift
44.464956377285226,0.02144,0.1,0.1,0.0776,forklift
44.76454951213138,0.02144,0.1,0.1,0.0776,forklift
45.34284882341502,0.02144,0.1,0.1,0.0776,forklift
45.59686332963893,0.02144,0.1,0.1,0.0776,forklift
45.86153128026209,0.02144,0.1,0.1,0.0776,forklift
54.19897065552787,0.02144,0.1,0.1,0.0776,forklift
54.919531936729946,0.02144,0.1,0.1,0.0776,forklift
55.496411069901086,0.02144,0.1,0.1,0.0776,forklift
55.71516390911866,0.02144,0.1,0.1,0.0776,forklift
55.77462510345783,0.02144,0.1,0.1,0.0776,forklift
55.95942217283413,0.02144,0.1,0.1,0.0776,forklift
56.72257310337907,0.02144,0.1,0.1,0.0776,forklift
56.94970666599895,0.02144,0.1,0.1,0.0776,forklift
57.0701093403875,0.02144,0.1,0.1,0.0776,forklift
57.476494442818776,0.02144,0.1,0.1,0.0776,forklift
57.522616680269216,0.02144,0.1,0.1,0.0776,forklift
57.66918831867186,0.02144,0.1,0.1,0.0776,forklift
57.98864697959393,0.02144,0.1,0.1,0.0776,forklift
59.105854398653655,0.02144,0.1,0.1,0.0776,forklift
59.507441417133094,0.02144,0.1,0.1,0.0776,forklift
