order_id,actual_delivery,cost,expected_delivery,material,order_time,quantity,status,supplier
PO-1-Steel_Sheet,84.92671694041483,759.0,,Steel_Sheet,64,126.5,delivered,Supplier_NA_Reliable
PO_1,171.48415547230778,300.0,171.48415547230778,Paint,96,100.0,delivered,Supplier_EU_Standard
