sim_time,co2_kg,hours,km,kwh,mode
9.691954054253545,0.02144,0.1,0.1,0.0776,forklift
9.804715084315776,0.02144,0.1,0.1,0.0776,forklift
9.915140441249665,0.02144,0.1,0.1,0.0776,forklift
9.99379507700588,0.02144,0.1,0.1,0.0776,forklift
10.589781939382291,0.02144,0.1,0.1,0.0776,forklift
10.594141811250289,0.02144,0.1,0.1,0.0776,forklift
10.621076411502433,0.02144,0.1,0.1,0.0776,forklift
10.73014085253956,0.02144,0.1,0.1,0.0776,forklift
10.750377719180463,0.02144,0.1,0.1,0.0776,forklift
10.94353365124718,0.02144,0.1,0.1,0.0776,forklift
10.988759600670537,0.02144,0.1,0.1,0.0776,forklift
10.990882242367917,0.02144,0.1,0.1,0.0776,forklift
11.034796393041463,0.02144,0.1,0.1,0.0776,forklift
11.04575678014846,0.02144,0.1,0.1,0.0776,forklift
11.079249605798909,0.02144,0.1,0.1,0.0776,forklift
11.096356718393523,0.02144,0.1,0.1,0.0776,forklift
11.106265597611735,0.02144,0.1,0.1,0.0776,forklift
11.949460892649812,0.02144,0.1,0.1,0.0776,forklift
12.004939419624742,0.02144,0.1,0.1,0.0776,forklift
12.629100327824025,0.02144,0.1,0.1,0.0776,forklift
15.93872985278403,0.02144,0.1,0.1,0.0776,forklift
16.194794883483887,0.02144,0.1,0.1,0.0776,forklift
16.669483265947324,0.02144,0.1,0.1,0.0776,forklift
16.81701882580461,0.02144,0.1,0.1,0.0776,forklift
17.167832115429423,0.02144,0.1,0.1,0.0776,forklift
17.169078198925483,0.02144,0.1,0.1,0.0776,forklift
17.260432236883936,0.02144,0.1,0.1,0.0776,forklift
17.583343846622917,0.02144,0.1,0.1,0.0776,forklift
17.5882746907418,0.02144,0.1,0.1,0.0776,forklift
17.601111534794974,0.02144,0.1,0.1,0.0776,forklift
17.65622996105148,0.02144,0.1,0.1,0.0776,forklift
17.72279670904131,0.02144,0.1,0.1,0.0776,forklift
17.73449982328928,0.02144,0.1,0.1,0.0776,forklift
17.768046147836298,0.02144,0.1,0.1,0.0776,forklift
17.944213073730204,0.02144,0.1,0.1,0.0776,forklift
18.777361260815074,0.02144,0.1,0.1,0.0776,forklift
18.8231546578976,0.02144,0.1,0.1,0.0776,forklift
18.89755644101741,0.02144,0.1,0.1,0.0776,forklift
19.06292608122619,0.02144,0.1,0.1,0.0776,forklift
19.131883726682226,0.02144,0.1,0.1,0.0776,forklift
30.649851984306306,0.02144,0.1,0.1,0.0776,forklift
30.899148535382547,0.02144,0.1,0.1,0.0776,forklift
31.110117552562947,0.02144,0.1,0.1,0.0776,forklift
32.195093202747294,0.02144,0.1,0.1,0.0776,forklift
