product,customer_satisfaction,defect_rate,escape_rate,fpy,produced,return_rate,returns,rework_rate,rty_proxy,scrap_rate,shipped_good,shipped_suspect
ProductA,100.0,0.011235955056179775,0.0,0.9887640449438202,178,0.0,0,0.0,0.9887640449438202,0.0,0,0
ProductB,100.0,0.00980392156862745,0.0,0.9901960784313726,102,0.0,0,0.0,0.9901960784313726,0.0,0,0
