product,customer_satisfaction,defect_rate,escape_rate,fpy,produced,return_rate,returns,rework_rate,rty_proxy,scrap_rate,shipped_good,shipped_suspect
ProductA,100.0,0.0055248618784530384,0.0,0.994475138121547,181,0.0,0,0.0,0.994475138121547,0.0,0,0
ProductB,100.0,0.020202020202020204,0.0,0.9797979797979798,99,0.0,0,0.0,0.9797979797979798,0.0,0,0
