order_id,actual_delivery,cost,expected_delivery,material,order_time,quantity,status,supplier
PO-1-Steel_Sheet,89.47381763306142,759.0,,Steel_Sheet,64,126.5,delivered,Supplier_NA_Reliable
PO_1,172.3686245599864,300.0,172.3686245599864,Paint,96,100.0,delivered,Supplier_EU_Standard
