product,customer_satisfaction,defect_rate,escape_rate,fpy,produced,return_rate,returns,rework_rate,rty_proxy,scrap_rate,shipped_good,shipped_suspect
ProductA,100.0,0.017241379310344827,0.0,0.9827586206896551,174,0.0,0,0.0,0.9827586206896551,0.0,0,0
ProductB,100.0,0.03,0.0,0.97,100,0.0,0,0.0,0.97,0.0,0,0
