sim_time,co2_kg,hours,km,kwh,mode
9.653959901791481,0.02144,0.1,0.1,0.0776,forklift
9.775557269216648,0.02144,0.1,0.1,0.0776,forklift
9.933893391471223,0.02144,0.1,0.1,0.0776,forklift
10.53294627071608,0.02144,0.1,0.1,0.0776,forklift
10.59284740629226,0.02144,0.1,0.1,0.0776,forklift
10.598746256808498,0.02144,0.1,0.1,0.0776,forklift
10.635051264219625,0.02144,0.1,0.1,0.0776,forklift
10.822886541620294,0.02144,0.1,0.1,0.0776,forklift
10.873584490613153,0.02144,0.1,0.1,0.0776,forklift
11.042231491675915,0.02144,0.1,0.1,0.0776,forklift
11.07931749598937,0.02144,0.1,0.1,0.0776,forklift
11.095928334621492,0.02144,0.1,0.1,0.0776,forklift
11.130961548513298,0.02144,0.1,0.1,0.0776,forklift
11.234638592980879,0.02144,0.1,0.1,0.0776,forklift
11.301104050321307,0.02144,0.1,0.1,0.0776,forklift
11.360697685965414,0.02144,0.1,0.1,0.0776,forklift
11.405907842080708,0.02144,0.1,0.1,0.0776,forklift
11.641507518844703,0.02144,0.1,0.1,0.0776,forklift
11.772350620996685,0.02144,0.1,0.1,0.0776,forklift
11.811163245633537,0.02144,0.1,0.1,0.0776,forklift
15.65349333577426,0.02144,0.1,0.1,0.0776,forklift
15.901614252738863,0.02144,0.1,0.1,0.0776,forklift
15.954329861749297,0.02144,0.1,0.1,0.0776,forklift
16.81819654332863,0.02144,0.1,0.1,0.0776,forklift
16.882980876395084,0.02144,0.1,0.1,0.0776,forklift
16.999812276598846,0.02144,0.1,0.1,0.0776,forklift
17.39925752133519,0.02144,0.1,0.1,0.0776,forklift
17.88305686494989,0.02144,0.1,0.1,0.0776,forklift
17.919156262897516,0.02144,0.1,0.1,0.0776,forklift
17.94998523807742,0.02144,0.1,0.1,0.0776,forklift
17.970432012666983,0.02144,0.1,0.1,0.0776,forklift
18.53954842159681,0.02144,0.1,0.1,0.0776,forklift
18.54208633271936,0.02144,0.1,0.1,0.0776,forklift
18.604734838079725,0.02144,0.1,0.1,0.0776,forklift
18.77318212458112,0.02144,0.1,0.1,0.0776,forklift
18.801390478300966,0.02144,0.1,0.1,0.0776,forklift
18.958833342672673,0.02144,0.1,0.1,0.0776,forklift
19.072633093235936,0.02144,0.1,0.1,0.0776,forklift
19.13981798217624,0.02144,0.1,0.1,0.0776,forklift
19.257416089503984,0.02144,0.1,0.1,0.0776,forklift
21.913642042012636,0.02144,0.1,0.1,0.0776,forklift
30.574511420070415,0.02144,0.1,0.1,0.0776,forklift
30.768927005780064,0.02144,0.1,0.1,0.0776,forklift
31.174727886180975,0.02144,0.1,0.1,0.0776,forklift
32.66298700257249,0.02144,0.1,0.1,0.0776,forklift
33.130461112394975,0.02144,0.1,0.1,0.0776,forklift
33.960799098237146,0.02144,0.1,0.1,0.0776,forklift
34.60217315245023,0.02144,0.1,0.1,0.0776,forklift
34.704207398634495,0.02144,0.1,0.1,0.0776,forklift
34.71784788649545,0.02144,0.1,0.1,0.0776,forklift
34.886101106721455,0.02144,0.1,0.1,0.0776,forklift
35.33966862871382,0.02144,0.1,0.1,0.0776,forklift
35.59424322429217,0.02144,0.1,0.1,0.0776,forklift
35.75615556936756,0.02144,0.1,0.1,0.0776,forklift
36.00086242981353,0.02144,0.1,0.1,0.0776,forklift
36.29356492112067,0.02144,0.1,0.1,0.0776,forklift
