order_id,actual_delivery,cost,expected_delivery,material,order_time,quantity,status,supplier
PO-1-Steel_Sheet,87.28551518222115,759.0,,Steel_Sheet,64,126.5,delivered,Supplier_NA_Reliable
PO_1,163.7240491116998,300.0,163.7240491116998,Paint,96,100.0,delivered,Supplier_EU_Standard
