sim_time,co2_kg,hours,km,kwh,mode
9.68988550356682,0.02144,0.1,0.1,0.0776,forklift
9.77625254623,0.02144,0.1,0.1,0.0776,forklift
9.950300309947382,0.02144,0.1,0.1,0.0776,forklift
9.990505893693413,0.02144,0.1,0.1,0.0776,forklift
10.5338997600244,0.02144,0.1,0.1,0.0776,forklift
10.573343476744558,0.02144,0.1,0.1,0.0776,forklift
10.584576743182888,0.02144,0.1,0.1,0.0776,forklift
10.662300019431651,0.02144,0.1,0.1,0.0776,forklift
10.718076223145506,0.02144,0.1,0.1,0.0776,forklift
10.763856774444863,0.02144,0.1,0.1,0.0776,forklift
10.787048746779744,0.02144,0.1,0.1,0.0776,forklift
10.963174504566911,0.02144,0.1,0.1,0.0776,forklift
10.970078606038397,0.02144,0.1,0.1,0.0776,forklift
10.995165233136918,0.02144,0.1,0.1,0.0776,forklift
11.219411677860293,0.02144,0.1,0.1,0.0776,forklift
11.340292000744588,0.02144,0.1,0.1,0.0776,forklift
11.794881791986818,0.02144,0.1,0.1,0.0776,forklift
12.205211853052889,0.02144,0.1,0.1,0.0776,forklift
12.218977130589533,0.02144,0.1,0.1,0.0776,forklift
12.368260348039378,0.02144,0.1,0.1,0.0776,forklift
16.134085586568762,0.02144,0.1,0.1,0.0776,forklift
16.230653042036277,0.02144,0.1,0.1,0.0776,forklift
16.38827825688981,0.02144,0.1,0.1,0.0776,forklift
16.783298462733352,0.02144,0.1,0.1,0.0776,forklift
16.905027075975514,0.02144,0.1,0.1,0.0776,forklift
17.277128117879045,0.02144,0.1,0.1,0.0776,forklift
17.33028373109048,0.02144,0.1,0.1,0.0776,forklift
17.340974504891232,0.02144,0.1,0.1,0.0776,forklift
17.426130056262895,0.02144,0.1,0.1,0.0776,forklift
17.52950149837422,0.02144,0.1,0.1,0.0776,forklift
17.721269891632527,0.02144,0.1,0.1,0.0776,forklift
17.755062963914963,0.02144,0.1,0.1,0.0776,forklift
17.767457116616615,0.02144,0.1,0.1,0.0776,forklift
17.86736133363563,0.02144,0.1,0.1,0.0776,forklift
