order_id,actual_delivery,cost,expected_delivery,material,order_time,quantity,status,supplier
PO-1-Steel_Sheet,89.1895860375484,771.0,,Steel_Sheet,66,128.5,delivered,Supplier_NA_Reliable
PO_1,187.8823815594277,300.0,187.8823815594277,Paint,96,100.0,delivered,Supplier_EU_Standard
