product,customer_satisfaction,defect_rate,escape_rate,fpy,produced,return_rate,returns,rework_rate,rty_proxy,scrap_rate,shipped_good,shipped_suspect
ProductA,100.0,0.03664921465968586,0.0,0.9633507853403142,191,0.0,0,0.0,0.9633507853403142,0.0,0,0
ProductB,100.0,0.0,0.0,1.0,105,0.0,0,0.0,1.0,0.0,0,0
