order_id,actual_delivery,cost,expected_delivery,material,order_time,quantity,status,supplier
PO-1-Steel_Sheet,89.05009162028239,756.0,,Steel_Sheet,63,126.0,delivered,Supplier_NA_Reliable
PO_1,189.20809138524152,300.0,189.20809138524152,Paint,96,100.0,delivered,Supplier_EU_Standard
