product,stage,type,material,quantity,remaining_stock,time
ProductB,Routing,consumption,Routing_Bits,-0.15,141.6500000000001,111.49999999999794
ProductA,Painting,consumption,Paint,-1,86.20000000000002,111.49999999999794
ProductB,Cutting,consumption,Steel_Sheet,-1.5,143.0,111.79999999999792
ProductB,Cutting,consumption,Steel_Sheet,-1.5,141.5,112.1999999999979
ProductB,Painting,consumption,Paint,-1.2,85.00000000000001,112.49999999999788
ProductB,Painting,consumption,Paint,-1.2,83.80000000000001,112.79999999999787
ProductB,Routing,consumption,Routing_Bits,-0.15,141.50000000000009,112.79999999999787
ProductB,Routing,consumption,Routing_Bits,-0.15,141.35000000000008,113.19999999999784
ProductB,Cutting,consumption,Steel_Sheet,-1.5,140.0,114.59999999999776
ProductA,Routing,consumption,Routing_Bits,-0.1,141.25000000000009,115.39999999999772
ProductB,Cutting,consumption,Steel_Sheet,-1.5,138.5,116.09999999999768
ProductA,Routing,consumption,Routing_Bits,-0.1,141.1500000000001,116.39999999999766
ProductA,Routing,consumption,Routing_Bits,-0.1,141.0500000000001,116.69999999999764
ProductA,Routing,consumption,Routing_Bits,-0.1,140.9500000000001,117.19999999999762
ProductB,Cutting,consumption,Steel_Sheet,-1.5,137.0,117.4999999999976
ProductA,Routing,consumption,Routing_Bits,-0.1,140.8500000000001,126.2999999999971
ProductB,Painting,consumption,Paint,-1.2,82.60000000000001,127.09999999999705
ProductA,Routing,consumption,Routing_Bits,-0.1,140.7500000000001,127.59999999999702
ProductB,Cutting,consumption,Steel_Sheet,-1.5,135.5,127.79999999999701
ProductB,Painting,consumption,Paint,-1.2,81.4,128.299999999997
ProductA,Cutting,consumption,Steel_Sheet,-2,133.5,128.299999999997
ProductA,Routing,consumption,Routing_Bits,-0.1,140.65000000000012,128.59999999999698
ProductA,Painting,consumption,Paint,-1,80.4,129.09999999999695
ProductB,Painting,consumption,Paint,-1.2,79.2,129.29999999999694
ProductB,Painting,consumption,Paint,-1.2,78.0,129.29999999999694
ProductA,Painting,consumption,Paint,-1,77.0,129.49999999999693
ProductA,Cutting,consumption,Steel_Sheet,-2,131.5,129.69999999999692
ProductB,Routing,consumption,Routing_Bits,-0.15,140.5000000000001,129.7999999999969
ProductB,Painting,consumption,Paint,-1.2,75.8,129.7999999999969
ProductB,Cutting,consumption,Steel_Sheet,-1.5,130.0,131.19999999999683
ProductB,Cutting,consumption,Steel_Sheet,-1.5,128.5,131.49999999999682
ProductB,Painting,consumption,Paint,-1.2,74.6,132.59999999999675
ProductA,Painting,consumption,Paint,-1,73.6,133.09999999999673
ProductA,Painting,consumption,Paint,-1,72.6,133.19999999999672
ProductA,Painting,consumption,Paint,-1,71.6,133.4999999999967
ProductA,Painting,consumption,Paint,-1,70.6,133.7999999999967
ProductB,Routing,consumption,Routing_Bits,-0.15,140.3500000000001,135.4999999999966
ProductB,Painting,consumption,Paint,-1.2,69.39999999999999,136.39999999999654
ProductA,Cutting,consumption,Steel_Sheet,-2,126.5,136.69999999999652
ProductA,Painting,consumption,Paint,-1,68.39999999999999,136.9999999999965
ProductA,Painting,consumption,Paint,-1,67.39999999999999,137.0999999999965
ProductB,Routing,consumption,Routing_Bits,-0.15,140.2000000000001,137.1999999999965
ProductA,Cutting,consumption,Steel_Sheet,-2,124.5,137.1999999999965
ProductA,Routing,consumption,Routing_Bits,-0.1,140.1000000000001,137.2999999999965
ProductA,Painting,consumption,Paint,-1,66.39999999999999,137.2999999999965
ProductA,Cutting,consumption,Steel_Sheet,-2,122.5,139.19999999999638
ProductA,Routing,consumption,Routing_Bits,-0.1,140.0000000000001,139.39999999999637
ProductB,Painting,consumption,Paint,-1.2,65.19999999999999,139.49999999999636
ProductA,Cutting,consumption,Steel_Sheet,-2,120.5,139.69999999999635
ProductA,Cutting,consumption,Steel_Sheet,-2,118.5,139.99999999999633
ProductB,Cutting,consumption,Steel_Sheet,-1.5,117.0,140.09999999999633
ProductA,Cutting,consumption,Steel_Sheet,-2,115.0,140.99999999999628
ProductA,Cutting,consumption,Steel_Sheet,-2,113.0,141.69999999999624
ProductB,Routing,consumption,Routing_Bits,-0.15,139.8500000000001,141.89999999999623
ProductA,Routing,consumption,Routing_Bits,-0.1,139.7500000000001,141.99999999999622
ProductA,Cutting,consumption,Steel_Sheet,-2,111.0,174.1999999999944
ProductB,Cutting,consumption,Steel_Sheet,-1.5,109.5,174.29999999999438
ProductA,Cutting,consumption,Steel_Sheet,-2,107.5,174.59999999999437
ProductB,Routing,consumption,Routing_Bits,-0.15,139.6000000000001,174.89999999999435
ProductA,Routing,consumption,Routing_Bits,-0.1,139.5000000000001,177.09999999999422
ProductA,Routing,consumption,Routing_Bits,-0.1,139.40000000000012,177.3999999999942
ProductA,Cutting,consumption,Steel_Sheet,-2,105.5,177.4999999999942
ProductB,Painting,consumption,Paint,-1.2,63.999999999999986,177.6999999999942
ProductA,Routing,consumption,Routing_Bits,-0.1,139.30000000000013,177.89999999999418
ProductA,Routing,consumption,Routing_Bits,-0.1,139.20000000000013,178.99999999999412
ProductB,Cutting,consumption,Steel_Sheet,-1.5,104.0,179.89999999999407
ProductA,Routing,consumption,Routing_Bits,-0.1,139.10000000000014,180.09999999999405
ProductB,Painting,consumption,Paint,-1.2,62.79999999999998,180.29999999999404
ProductA,Cutting,consumption,Steel_Sheet,-2,102.0,180.79999999999401
ProductA,Routing,consumption,Routing_Bits,-0.1,139.00000000000014,180.899999999994
ProductA,Painting,consumption,Paint,-1,61.79999999999998,181.199999999994
ProductA,Painting,consumption,Paint,-1,60.79999999999998,181.299999999994
ProductA,Routing,consumption,Routing_Bits,-0.1,138.90000000000015,181.299999999994
ProductB,Cutting,consumption,Steel_Sheet,-1.5,100.5,181.49999999999397
ProductA,Painting,consumption,Paint,-1,59.79999999999998,181.99999999999395
ProductB,Routing,consumption,Routing_Bits,-0.15,138.75000000000014,182.39999999999392
ProductA,Routing,consumption,Routing_Bits,-0.1,138.65000000000015,182.5999999999939
ProductA,Routing,consumption,Routing_Bits,-0.1,138.55000000000015,182.7999999999939
ProductA,Cutting,consumption,Steel_Sheet,-2,98.5,182.7999999999939
ProductB,Cutting,consumption,Steel_Sheet,-1.5,97.0,184.7999999999938
ProductA,Painting,consumption,Paint,-1,58.79999999999998,184.89999999999378
ProductA,Cutting,consumption,Steel_Sheet,-2,95.0,185.29999999999376
ProductB,Painting,consumption,Paint,-1.2,57.59999999999998,185.49999999999375
ProductA,Routing,consumption,Routing_Bits,-0.1,138.45000000000016,185.89999999999372
ProductA,Painting,consumption,Paint,-1,56.59999999999998,186.69999999999368
ProductA,Painting,consumption,Paint,-1,55.59999999999998,186.89999999999367
ProductA,Cutting,consumption,Steel_Sheet,-2,93.0,188.0999999999936
ProductB,Painting,consumption,Paint,-1.2,54.39999999999998,188.39999999999358
ProductB,Painting,consumption,Paint,-1.2,53.199999999999974,188.69999999999357
ProductA,Painting,consumption,Paint,-1,52.199999999999974,188.99999999999355
ProductA,Painting,consumption,Paint,-1,151.2,198.19999999999303
ProductA,Painting,consumption,Paint,-1,150.2,198.599999999993
ProductA,Painting,consumption,Paint,-1,149.2,198.89999999999299
ProductA,Cutting,consumption,Steel_Sheet,-2,91.0,199.09999999999297
ProductB,Routing,consumption,Routing_Bits,-0.15,138.30000000000015,199.69999999999294
ProductA,Painting,consumption,Paint,-1,148.2,199.89999999999293
ProductA,Painting,consumption,Paint,-1,147.2,199.89999999999293
