product,customer_satisfaction,defect_rate,escape_rate,fpy,produced,return_rate,returns,rework_rate,rty_proxy,scrap_rate,shipped_good,shipped_suspect
ProductA,100.0,0.016216216216216217,0.0,0.9837837837837838,185,0.0,0,0.0,0.9837837837837838,0.0,0,0
ProductB,100.0,0.0,0.0,1.0,104,0.0,0,0.0,1.0,0.0,0,0
