sim_time,co2_kg,hours,km,kwh,mode
9.76131124436896,0.02144,0.1,0.1,0.0776,forklift
9.789533130949222,0.02144,0.1,0.1,0.0776,forklift
9.823123181031312,0.02144,0.1,0.1,0.0776,forklift
9.90119926485899,0.02144,0.1,0.1,0.0776,forklift
10.53192219642795,0.02144,0.1,0.1,0.0776,forklift
10.586024838569475,0.02144,0.1,0.1,0.0776,forklift
10.599886457772314,0.02144,0.1,0.1,0.0776,forklift
10.840356757717164,0.02144,0.1,0.1,0.0776,forklift
10.91552411876705,0.02144,0.1,0.1,0.0776,forklift
10.938854855926099,0.02144,0.1,0.1,0.0776,forklift
10.98044592579551,0.02144,0.1,0.1,0.0776,forklift
11.000084214783158,0.02144,0.1,0.1,0.0776,forklift
11.022356310274052,0.02144,0.1,0.1,0.0776,forklift
11.14725862280585,0.02144,0.1,0.1,0.0776,forklift
11.216790291036167,0.02144,0.1,0.1,0.0776,forklift
11.362595592070416,0.02144,0.1,0.1,0.0776,forklift
11.368312707249824,0.02144,0.1,0.1,0.0776,forklift
12.336896121795688,0.02144,0.1,0.1,0.0776,forklift
12.357455842749243,0.02144,0.1,0.1,0.0776,forklift
12.650639538031953,0.02144,0.1,0.1,0.0776,forklift
15.62029395829658,0.02144,0.1,0.1,0.0776,forklift
16.25349392651588,0.02144,0.1,0.1,0.0776,forklift
16.347052326848505,0.02144,0.1,0.1,0.0776,forklift
16.73467630144175,0.02144,0.1,0.1,0.0776,forklift
17.233480307762076,0.02144,0.1,0.1,0.0776,forklift
17.234343842231254,0.02144,0.1,0.1,0.0776,forklift
17.598663343263567,0.02144,0.1,0.1,0.0776,forklift
17.70265468597271,0.02144,0.1,0.1,0.0776,forklift
17.75905259967248,0.02144,0.1,0.1,0.0776,forklift
17.855695004401994,0.02144,0.1,0.1,0.0776,forklift
18.543930415322652,0.02144,0.1,0.1,0.0776,forklift
18.607195523404236,0.02144,0.1,0.1,0.0776,forklift
